,image,label
13769,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_72081575.jpg,surprise
13770,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_76420897.jpg,sad
13771,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_75623992.jpg,fear
13772,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_52132958.jpg,fear
13773,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_82757224.jpg,sad
13774,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_61537371.jpg,sad
13775,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_78892453.jpg,surprise
13776,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_59643112.jpg,surprise
13777,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_24659919.jpg,surprise
13778,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_31511636.jpg,surprise
13779,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_99270563.jpg,neutral
13780,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_31690201.jpg,angry
13781,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_24144461.jpg,fear
13782,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_94572432.jpg,happy
13783,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_54698567.jpg,neutral
13784,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_56107707.jpg,fear
13785,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_40788099.jpg,neutral
13786,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_51558303.jpg,fear
13787,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_86475261.jpg,happy
13788,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_20454747.jpg,fear
13789,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_5509390.jpg,fear
13790,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_58581958.jpg,neutral
13791,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_19709030.jpg,happy
13792,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_43903422.jpg,happy
13793,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_38479553.jpg,angry
13794,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_9890261.jpg,surprise
13795,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_38917810.jpg,fear
13796,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_73543431.jpg,happy
13797,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_1364426.jpg,happy
13798,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_53782969.jpg,surprise
13799,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_2920832.jpg,neutral
13800,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_88482385.jpg,happy
13801,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_62666073.jpg,happy
13802,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_9947783.jpg,sad
13803,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_96081331.jpg,fear
13804,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_82820324.jpg,fear
13805,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_22522765.jpg,surprise
13806,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_38936334.jpg,sad
13807,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_40728183.jpg,neutral
13808,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_30497842.jpg,sad
13809,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_41233774.jpg,surprise
13810,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_64976636.jpg,neutral
13811,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_31420739.jpg,sad
13812,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_81818654.jpg,happy
13813,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_70018552.jpg,happy
13814,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_36430783.jpg,angry
13815,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_14119944.jpg,angry
13816,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_345125.jpg,angry
13817,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_75782493.jpg,neutral
13818,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_87167810.jpg,sad
13819,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_37714635.jpg,happy
13820,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_41273354.jpg,happy
13821,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_839482.jpg,happy
13822,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_97718587.jpg,angry
13823,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_69786566.jpg,angry
13824,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_93511179.jpg,angry
13825,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_90395572.jpg,angry
13826,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_49242724.jpg,surprise
13827,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_3223359.jpg,neutral
13828,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_7555219.jpg,surprise
13829,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_25312384.jpg,neutral
13830,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_64264325.jpg,happy
13831,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_20657227.jpg,sad
13832,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_65914696.jpg,angry
13833,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_29379921.jpg,fear
13834,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_1879586.jpg,happy
13835,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_44222772.jpg,neutral
13836,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_45384911.jpg,fear
13837,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_85101542.jpg,happy
13838,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_78008435.jpg,fear
13839,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_97730202.jpg,neutral
13840,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_12244074.jpg,surprise
13841,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_44898129.jpg,angry
13842,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_84272820.jpg,sad
13843,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_76013291.jpg,angry
13844,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_25981960.jpg,neutral
13845,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_2861857.jpg,angry
13846,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_14110796.jpg,angry
13847,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_19153111.jpg,angry
13848,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_96740105.jpg,angry
13849,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_76693132.jpg,sad
13850,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_90922330.jpg,happy
13851,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_54185843.jpg,happy
13852,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_41260997.jpg,surprise
13853,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_96115903.jpg,sad
13854,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_17469425.jpg,happy
13855,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_79591151.jpg,angry
13856,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_28102355.jpg,happy
13857,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_83414692.jpg,happy
13858,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_91680406.jpg,neutral
13859,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_18080511.jpg,neutral
13860,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_32136383.jpg,happy
13861,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_1122712.jpg,happy
13862,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_32949350.jpg,angry
13863,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_70706185.jpg,happy
13864,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_55784145.jpg,happy
13865,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_84049345.jpg,surprise
13866,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_39944091.jpg,surprise
13867,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_33075662.jpg,fear
13868,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_54011981.jpg,angry
13869,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_19125319.jpg,happy
13870,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_44236828.jpg,happy
13871,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_82851784.jpg,fear
13872,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_74625824.jpg,surprise
13873,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_33791049.jpg,sad
13874,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_87582780.jpg,happy
13875,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_34213966.jpg,happy
13876,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_48872084.jpg,surprise
13877,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_25133529.jpg,surprise
13878,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_93402651.jpg,happy
13879,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_48113432.jpg,happy
13880,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_13012601.jpg,surprise
13881,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_73261155.jpg,happy
13882,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_72399943.jpg,sad
13883,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_61635098.jpg,fear
13884,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_42975762.jpg,fear
13885,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_13286246.jpg,neutral
13886,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_53887738.jpg,angry
13887,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_24027091.jpg,sad
13888,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_8148160.jpg,happy
13889,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_75715301.jpg,surprise
13890,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_70676714.jpg,angry
13891,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_89117375.jpg,angry
13892,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_67967157.jpg,happy
13893,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_71950688.jpg,fear
13894,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_63169349.jpg,sad
13895,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_49236185.jpg,neutral
13896,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_33523033.jpg,neutral
13897,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_98547503.jpg,fear
13898,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_84519169.jpg,disgust
13899,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_83001803.jpg,neutral
13900,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_30490920.jpg,angry
13901,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_39895426.jpg,angry
13902,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_65937846.jpg,neutral
13903,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_70044810.jpg,fear
13904,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_88522514.jpg,happy
13905,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_66313084.jpg,happy
13906,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_83620714.jpg,neutral
13907,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_33843801.jpg,angry
13908,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_80742159.jpg,happy
13909,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_15328387.jpg,happy
13910,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_55856215.jpg,neutral
